person_tmdbId,bio,born,bornIn,died,person_imdbId,name,person_poster,person_url
1231,"Julianne Moore (born Julie Anne Smith; December 3, 1960) is an American actress and author.  Prolific in film since the early 1990s, she is particularly known for her portrayals of emotionally troubled women in both independent and blockbuster films, and has received many accolades, including an Academy Award, a British Academy Film Award and two Golden Globes.  Time magazine named Moore one of the 100 most influential people in the world in 2015...",1960-12-03,"Fayetteville, North Carolina, USA",,194,Julianne Moore,https://image.tmdb.org/t/p/w440_and_h660_face/7G0Y2igys4ZIqz0WeR6wvAneKtn.jpg,https://themoviedb.org/person/1231
1243,"Woody Allen (born Allen Stewart Konigsberg; December 1, 1935) is an American screenwriter, film director, actor, comedian, writer, musician, and playwright.  Allen's distinctive films, which run the gamut from dramas to screwball sex comedies, have made him a notable American director.  He is also distinguished by his rapid rate of production and his very large body of work.  Allen writes and directs his movies and has also acted in the majority of them...",1935-12-01,"The Bronx, New York City, New York, USA",,95,Woody Allen,https://image.tmdb.org/t/p/w440_and_h660_face/wcPQgZLDibuej1RwNTy1R2U2ZJw.jpg,https://themoviedb.org/person/1243
1271,"Andrés Arturo García Menéndez (born April 12, 1956), professionally known as Andy García, is a Cuban American actor.  He became known in the late 1980s and 1990s, having appeared in several successful Hollywood films, including The Godfather: Part III, The Untouchables, Internal Affairs and When a Man Loves a Woman.  More recently, he has starred in Ocean's Eleven and its sequels, Ocean's Twelve and Ocean's Thirteen, and The Lost City...",1956-04-12,"Havana, Cuba",,412,Andy Garcia,https://image.tmdb.org/t/p/w440_and_h660_face/aRooE4lECWf0YXd2NefeM4Wu4rn.jpg,https://themoviedb.org/person/1271
1327,"Sir Ian Murray McKellen, CH, CBE (born 25 May 1939) is an English actor.  He is the recipient of six Laurence Olivier Awards, a Tony Award, a Golden Globe Award, a Screen Actors Guild Award, a BIF Award, two Saturn Awards, four Drama Desk Awards and two Critics' Choice Awards.  He has also received two Academy Award nominations, eight BAFTA film and TV nominations and five Emmy Award nominations...",1939-05-25,"Burnley, Lancashire, England, UK",,5212,Ian McKellen,https://image.tmdb.org/t/p/w440_and_h660_face/5cnnnpnJG6TiYUSS7qgJheUZgnv.jpg,https://themoviedb.org/person/1327
1331,"Hugo Wallace Weaving (born 4 April 1960) is a British-Australian film and stage actor.  He is best known for his roles as Agent Smith in the Matrix trilogy, Elrond in the Lord of the Rings trilogy, ""V"" in V for Vendetta, and performances in numerous Australian character dramas. 

Description above from the Wikipedia article Hugo Weaving, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1960-04-04,"Uch Ibadan organogram, Ibadan, Nigeria",,915989,Hugo Weaving,https://image.tmdb.org/t/p/w440_and_h660_face/7eDl1FXoHUlic95WHf96RICtL9N.jpg,https://themoviedb.org/person/1331
1350,"Irène Marie Jacob (born 15 July 1966) is a French-born Swiss actress considered one of the preeminent French actresses of her generation.  Jacob gained international recognition and acclaim through her work with Polish film director Krzysztof Kieslowski, who cast her in the lead role of The Double Life of Véronique and Three Colors: Red.  She came to represent an image of European sophistication, through her ""classic beauty and thoughtful, almost melancholic style of acting...",1966-07-15,"Suresnes, France",,1393,Irène Jacob,https://image.tmdb.org/t/p/w440_and_h660_face/mYHyYOGBrGLDae1RX9Nkxo6RzwD.jpg,https://themoviedb.org/person/1350
1461,"An American actor, film director, producer, and screenwriter.  He has received three Golden Globe Awards for his work as an actor and two Academy Awards—one for acting and the other for producing.  Clooney is also noted for his political activism and has served as one of the United Nations Messengers of Peace since January 31, 2008...",1961-05-06,"Lexington, Kentucky, USA",,123,George Clooney,https://image.tmdb.org/t/p/w440_and_h660_face/kHiVY6r1k6juXrNetAYk2jILqn9.jpg,https://themoviedb.org/person/1461
1466,"Charles Edward Durning (February 28, 1923 – December 24, 2012) was an American actor.  He best-known films include The Sting (1973), Dog Day Afternoon (1975), True Confessions (1981), Tootsie (1982), Dick Tracy (1990) and O Brother, Where Art Thou? (2000).  He was nominated for the Academy Award for Best Supporting Actor for both The Best Little Whorehouse in Texas (1982) and To Be or Not to Be (1983)...",1923-02-28,"Highland Falls, New York, USA",2012-12-24,1164,Charles Durning,https://image.tmdb.org/t/p/w440_and_h660_face/bozKytaYVKoIbptxkMFWepK09U5.jpg,https://themoviedb.org/person/1466
1614,"Ang Lee is a Taiwanese American film director.  Lee has directed a diverse set of films such as Eat Drink Man Woman (1994), Sense and Sensibility (1995), Crouching Tiger, Hidden Dragon (2000), Hulk (2003), and Brokeback Mountain (2005), for which he won an Academy Award for Best Director...",1954-10-23,"Chaojhou, Pingtung, Taiwan",,487,Ang Lee,https://image.tmdb.org/t/p/w440_and_h660_face/8LRbYPUVLnFQMs86tg2YbmsGyKB.jpg,https://themoviedb.org/person/1614
1796,"From Wikipedia, the free encyclopedia.   Kirstie Louise Alley (born January 12, 1951) is an American actress known for her role in the TV show Cheers, in which she played Rebecca Howe from 1987–1993, winning an Emmy Award and a Golden Globe Award as the Outstanding Lead Actress in a Comedy Series in 1991.  She is also known for her role in the Look Who's Talking film series as Mollie Ubriacco...",1951-01-12,"Wichita, Kansas, USA",,263,Kirstie Alley,https://image.tmdb.org/t/p/w440_and_h660_face/9XZOeQtmvHdBkuMrlxO5PHPZwJo.jpg,https://themoviedb.org/person/1796
1893,"Caleb Casey McGuire Affleck-Boldt (born August 12, 1975), best known as Casey Affleck is an American actor and film director.  Throughout the 1990s and early 2000s, he played supporting roles in mainstream hits like Good Will Hunting (1997) and Ocean's Eleven (2001) as well as in critically acclaimed independent films such as Chasing Amy (1997).  During this time, he became known as the younger brother of actor and director Ben Affleck, with whom he has frequently collaborated professionally...",1975-08-12,"Falmouth, Massachusetts, USA",,729,Casey Affleck,https://image.tmdb.org/t/p/w440_and_h660_face/hcggAadv5SwdhoAb4yYMoAFYdWK.jpg,https://themoviedb.org/person/1893
1920,"Winona Laura Horowitz (born October 29, 1971) better known under her professional name Winona Ryder, is an American actress.  She made her film debut in the 1986 film Lucas.  Ryder's first significant role came in Tim Burton's Beetlejuice (1988) as a goth teenager, which won her critical and commercial recognition...",1971-10-29,"Winona, Minnesota, USA",,213,Winona Ryder,https://image.tmdb.org/t/p/w440_and_h660_face/5yteOSY2lgGOgSWmRTlxqfY59MS.jpg,https://themoviedb.org/person/1920
1925,"A French actor.  Cassel has starred in many films, and is well known for portraying villains or violent characters in many of the roles...",1966-11-23,"Paris, France",,1993,Vincent Cassel,https://image.tmdb.org/t/p/w440_and_h660_face/ljhVeYVlcO7IERkhu3E62HD5mzO.jpg,https://themoviedb.org/person/1925
1951,"Elisabeth Judson Shue (born October 6, 1963) is an American actress, best known for her starring roles in the films The Karate Kid (1984), Adventures in Babysitting (1987), Cocktail (1988), Back to the Future Part II (1989), Back to the Future Part III (1990), Soapdish (1991), Leaving Las Vegas (1995), The Saint (1997), Hollow Man (2000), and Piranha 3D (2010).  She has won several acting awards and has been nominated for an Academy Award, a Golden Globe and a BAFTA...",1963-10-06,"Wilmington, Delaware, USA",,223,Elisabeth Shue,https://image.tmdb.org/t/p/w440_and_h660_face/wofhdwRvSLE07tcHPRyNApVzIl9.jpg,https://themoviedb.org/person/1951
2059,"Appearing in dozens of films since 1980, Baldwin rose to prominence as the troubled outcast Ricky Linderman in My Bodyguard (1980) and moved on to bigger roles in D. C.  Cab (1983), Full Metal Jacket (1987), Independence Day (1996), The Patriot (2000) and Serenity (2005)—in which he reprises his role as the mercenary Jayne Cobb from the television series Firefly...",1962-02-27,"Chicago, Illinois, USA",,284,Adam Baldwin,https://image.tmdb.org/t/p/w440_and_h660_face/yHLEi9iWA1pWF794f3lkw7zqOJ8.jpg,https://themoviedb.org/person/2059
2155,"Thora Birch (born March 11, 1982) is an American actress.  She was a child actor in the 1990s, starring in movies such as All I Want for Christmas (1991), Patriot Games (1992), Hocus Pocus (1993), Now and Then (1995), and Alaska (1996).  She came to prominence in 1999 after earning worldwide attention and praise for her performance in American Beauty.  She then starred in the well received film Ghost World (2001), which earned her a Golden Globe nomination...",1982-03-11,"Los Angeles, California, USA",,301,Thora Birch,https://image.tmdb.org/t/p/w440_and_h660_face/m5jrrJEPkVAiZFijCpZ6nh2VBOo.jpg,https://themoviedb.org/person/2155
2157,"Robin McLaurin Williams (July 21, 1951 – August 11, 2014) was an  American actor and stand-up comedian.  Rising to fame with his role as  the alien Mork in the TV series Mork & Mindy  (1978–1982), Williams  went on to establish a successful career in both  stand-up comedy and  feature film acting...",1951-07-21,Chicago - Illinois - USA,2014-08-11,245,Robin Williams,https://image.tmdb.org/t/p/w440_and_h660_face/iYdeP6K0qz44Wg2Nw9LPJGMBkQ5.jpg,https://themoviedb.org/person/2157
2178,"Forest Steven Whitaker III (born July 15, 1961) is an American actor, producer, and director. 

He has earned a reputation for intensive character study work for films such as Lee Daniels' The Butler, Bird and Ghost Dog: The Way of the Samurai,for his work in direct-to-video films and for his recurring role as LAPD Internal Affairs Lieutenant Jon Kavanaugh on the award-winning television series The Shield...",1961-07-15,"Longview, Texas, USA",,1845,Forest Whitaker,https://image.tmdb.org/t/p/w440_and_h660_face/fugyEeN6sisuYi07HSoxdVHm0CZ.jpg,https://themoviedb.org/person/2178
2224,"Christian Michael Leonard Slater (born August 18, 1969) is an American actor.  He made his film debut with a small role in The Postman Always Rings Twice before playing a leading role in the 1985 film The Legend of Billie Jean.  He then played a monk's apprentice alongside Sean Connery in The Name of the Rose before gaining recognition for his breakthrough role in the cult film Heathers...",1969-08-18,"New York, New York City, USA",,225,Christian Slater,https://image.tmdb.org/t/p/w440_and_h660_face/8WMt7s6mjjb59jNO62qaD2IRZwm.jpg,https://themoviedb.org/person/2224
2226,"Sydney Irwin Pollack was an American film director, producer and actor.  Pollack studied with Sanford Meisner at the Neighborhood Playhouse in New York City, where he later taught acting.  He began directing television shows in the 1960s before moving to films. 

Pollack directed more than 21 films and 10 television shows, acted in over 30 films or shows, and produced over 44 films...",1934-07-01,"Lafayette, Indiana, USA",2008-05-26,1628,Sydney Pollack,https://image.tmdb.org/t/p/w440_and_h660_face/dbbMGZ2CWqlTuHD09KpoZdxKyI2.jpg,https://themoviedb.org/person/2226
2227,"An American-born Australian actress, fashion model, singer and humanitarian.  After starring in a number of small Australian films and TV shows, Kidman's breakthrough was in the 1989 thriller Dead Calm.  Her performances in films such as To Die For (1995) and Moulin Rouge! (2001) received critical acclaim, and her performance in The Hours (2002) brought her the Academy Award for Best Actress, a BAFTA Award and a Golden Globe Award...",1967-06-20,"Honolulu, Hawaii, USA",,173,Nicole Kidman,https://image.tmdb.org/t/p/w440_and_h660_face/qaO2MTBhIKcAJg2rjMmoKCIBcXF.jpg,https://themoviedb.org/person/2227
2228,"An American actor, screenwriter and film director, also known for his political and social activism.  He is a two-time Academy Award winner for his roles in Mystic River (2003) and Milk (2008), as well as the recipient of a Golden Globe Award for the former and a Screen Actors Guild Award for the latter.   Penn began his acting career in television with a brief appearance in a 1974 episode of Little House on the Prairie, directed by his father Leo Penn...",1960-08-17,"Santa Monica, California, USA",,576,Sean Penn,https://image.tmdb.org/t/p/w440_and_h660_face/lpZRNf56TmPsNNWZ7lhcgFM6rBc.jpg,https://themoviedb.org/person/2228
2233,"Bridget Jane Fonda (born 27 January 1964) is an American actress.  She is best known for her roles in films such as The Godfather Part III, Single White Female, Point of No Return, It Could Happen to You, and Jackie Brown.  She is the daughter of Peter Fonda. 

Description above from the Wikipedia article Bridget Fonda, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1964-01-27,"Los Angeles, California, USA",,403,Bridget Fonda,https://image.tmdb.org/t/p/w440_and_h660_face/6XSABYzJ0mQWgBP4NJweqXdsdZy.jpg,https://themoviedb.org/person/2233
2294,"Robert Anthony Rodríguez (born June 20, 1968) is an American film director, screenwriter, producer, cinematographer, editor and musician.  He shoots and produces many of his films in his native Texas and Mexico.  He has directed such films as Desperado (1995), From Dusk till Dawn (1996), The Faculty (1998), Spy Kids (2001), Sin City (2005), Planet Terror (2007), and Machete (2010).  He also produced the latest installment in the Predator series, Predators (2010)...",1968-06-20,"San Antonio, Texas, USA",,1675,Robert Rodriguez,https://image.tmdb.org/t/p/w440_and_h660_face/bPqRdLWWwpOT8sBdj9PWOzNgwou.jpg,https://themoviedb.org/person/2294
2372,"Ron Perlman is an American film and television actor, best known for his titular role in the ""Hellboy"" movies and his long run as Clay Morrow on the television series ""Sons of Anarchy"", as well as scores of other iconic performances, including ""The Name of the Rose"", ""City of Lost Children"", and ""Pacific Rim"".  He won a Golden Globe for his role as Vincent in the television series ""Beauty and the Beast"" and is a star and executive producer of the Amazon series ""Hand of God""...",1950-04-13,"New York City, New York, USA",,579,Ron Perlman,https://image.tmdb.org/t/p/w440_and_h660_face/nfky6J9ueey1gMdWMNU9k9YdfGP.jpg,https://themoviedb.org/person/2372
